customer_id,age,gender,tenure_months,monthly_charges,total_charges,contract_type,payment_method,num_support_tickets,churned
CUST-01210,42,F,34,52.93,1819.49,two-year,bank_transfer,9,0
CUST-01211,66,F,59,31.99,1901.1,one-year,credit_card,8,0
CUST-01212,35,F,68,44.05,3022.66,one-year,mailed_check,3,0
CUST-01213,40,M,12,46.38,572.51,one-year,bank_transfer,1,0
CUST-01214,60,M,10,117.18,1168.62,month-to-month,mailed_check,3,1
CUST-01215,66,F,63,30.45,1944.4,month-to-month,electronic_check,7,0
CUST-01216,32,F,20,104.78,2084.16,month-to-month,mailed_check,9,0
CUST-01217,35,F,66,40.3,2626.22,one-year,electronic_check,9,0
CUST-01218,33,M,14,34.73,525.63,month-to-month,bank_transfer,4,0
CUST-01219,34,M,4,67.62,313.17,two-year,credit_card,5,0
CUST-01220,50,F,56,41.21,2263.08,one-year,electronic_check,5,0
CUST-01221,45,M,13,24.91,303.23,one-year,mailed_check,2,0
CUST-01222,24,M,36,72.96,2641.19,one-year,credit_card,3,0
CUST-01223,33,M,15,25.31,382.86,month-to-month,electronic_check,3,0
CUST-01224,70,F,52,59.19,3077.4,month-to-month,bank_transfer,3,1
CUST-01225,64,M,45,83.69,3725.47,two-year,mailed_check,4,0
CUST-01226,29,F,31,37.02,1187.61,two-year,bank_transfer,0,1
CUST-01227,34,M,61,62.79,3797.26,month-to-month,credit_card,9,1
CUST-01228,73,M,46,116.95,5376.96,two-year,credit_card,0,1
CUST-01229,66,M,38,103.54,3962.05,two-year,credit_card,4,0
CUST-01230,52,F,43,65.26,2822.52,two-year,electronic_check,5,0
CUST-01231,39,F,59,21.36,1221.52,one-year,credit_card,2,0
CUST-01232,40,F,53,105.63,5551.48,two-year,mailed_check,5,0
CUST-01233,42,M,27,94.44,2596.43,month-to-month,mailed_check,8,0
CUST-01234,39,F,23,46.53,1079.1,two-year,electronic_check,4,0
CUST-01235,71,M,25,24.11,596.1,two-year,mailed_check,9,0
CUST-01236,61,M,45,48.84,2194.43,month-to-month,bank_transfer,8,0
CUST-01237,49,F,38,82.38,3086.9,two-year,electronic_check,0,1
CUST-01238,25,M,59,24.1,1420.74,one-year,credit_card,6,0
CUST-01239,26,F,46,86.03,3995.25,month-to-month,bank_transfer,1,1
CUST-01240,55,M,35,34.26,1178.18,two-year,credit_card,7,0
CUST-01241,45,F,46,44.87,2110.71,two-year,credit_card,4,0
CUST-01242,61,F,39,79.7,3138.74,month-to-month,bank_transfer,10,0
CUST-01243,37,F,26,45.0,1128.56,one-year,mailed_check,8,0
CUST-01244,51,F,24,57.6,1401.81,one-year,electronic_check,7,1
CUST-01245,47,M,46,62.77,2928.68,one-year,credit_card,6,0
CUST-01246,68,M,12,95.59,1155.11,two-year,electronic_check,2,0
CUST-01247,72,F,70,109.99,7661.89,one-year,credit_card,7,1
CUST-01248,35,M,67,66.02,4406.69,month-to-month,credit_card,4,1
CUST-01249,55,M,62,89.06,5541.88,month-to-month,bank_transfer,8,1
CUST-01250,27,F,64,33.64,2165.78,two-year,credit_card,7,0
CUST-01251,74,M,26,31.47,820.2,month-to-month,bank_transfer,3,1
CUST-01252,21,M,14,67.37,923.17,two-year,mailed_check,2,0
CUST-01253,57,F,31,104.17,3265.2,two-year,credit_card,6,0
CUST-01254,65,M,19,83.62,1555.86,month-to-month,bank_transfer,7,1
CUST-01255,55,F,62,49.0,3024.73,two-year,electronic_check,6,1
CUST-01256,70,F,50,89.77,4453.32,month-to-month,electronic_check,7,0
CUST-01257,20,F,16,76.42,1176.98,month-to-month,electronic_check,2,0
CUST-01258,28,F,60,108.24,6494.46,one-year,bank_transfer,5,0
CUST-01259,27,F,68,59.06,4031.67,month-to-month,electronic_check,7,1
CUST-01260,43,M,18,47.83,902.56,two-year,mailed_check,6,0
CUST-01261,50,F,61,80.58,4878.32,month-to-month,electronic_check,9,0
CUST-01262,19,M,45,78.45,3503.42,one-year,credit_card,7,1
CUST-01263,69,M,61,52.37,3155.11,month-to-month,bank_transfer,6,0
CUST-01264,25,M,54,112.24,6095.64,month-to-month,credit_card,7,0
CUST-01265,38,M,48,80.65,3891.07,month-to-month,mailed_check,2,0
CUST-01266,61,F,72,39.97,2850.39,one-year,bank_transfer,6,0
CUST-01267,19,M,68,100.87,6829.51,month-to-month,bank_transfer,0,1
CUST-01268,22,F,47,97.44,4548.21,two-year,mailed_check,3,0
CUST-01269,40,M,27,77.04,2110.24,one-year,mailed_check,6,0
CUST-01270,68,F,49,107.4,5222.69,two-year,mailed_check,3,1
CUST-01271,70,F,7,80.15,603.28,one-year,electronic_check,6,1
CUST-01272,22,M,46,26.8,1268.12,month-to-month,electronic_check,6,0
CUST-01273,34,M,8,74.59,549.95,month-to-month,mailed_check,4,0
CUST-01274,53,F,26,53.45,1432.12,month-to-month,credit_card,3,1
CUST-01275,62,M,64,27.29,1731.14,two-year,credit_card,6,0
CUST-01276,35,M,11,108.75,1156.66,one-year,mailed_check,8,0
CUST-01277,68,M,29,85.03,2418.01,one-year,credit_card,0,0
CUST-01278,65,M,26,73.42,1914.17,one-year,credit_card,6,0
CUST-01279,53,M,49,89.54,4349.02,one-year,credit_card,9,0
CUST-01280,21,M,48,55.18,2621.84,one-year,credit_card,3,0
CUST-01281,69,M,53,94.75,5059.08,two-year,bank_transfer,0,0
CUST-01282,20,F,10,25.67,241.67,one-year,bank_transfer,4,1
CUST-01283,60,M,17,80.61,1328.01,one-year,bank_transfer,7,0
CUST-01284,37,F,46,109.76,5076.98,month-to-month,electronic_check,10,0
CUST-01285,52,M,32,72.68,2281.16,one-year,mailed_check,9,0
CUST-01286,71,M,63,47.98,3003.23,month-to-month,bank_transfer,1,0
CUST-01287,33,F,48,92.49,4454.51,month-to-month,mailed_check,1,1
CUST-01288,55,F,3,69.89,189.71,month-to-month,credit_card,0,1
CUST-01289,73,F,36,105.46,3785.03,one-year,credit_card,3,0
CUST-01290,21,F,27,57.93,1517.24,two-year,electronic_check,0,0
CUST-01291,55,M,44,112.27,4965.61,one-year,electronic_check,9,0
CUST-01292,66,M,56,106.57,5998.66,two-year,mailed_check,10,0
CUST-01293,54,F,37,105.85,3882.7,two-year,mailed_check,7,0
CUST-01294,61,F,31,33.19,987.44,month-to-month,bank_transfer,8,1
CUST-01295,35,F,38,53.75,2019.37,one-year,electronic_check,10,1
CUST-01296,71,F,2,32.43,99.62,two-year,mailed_check,7,0
CUST-01297,40,F,3,63.99,205.74,one-year,bank_transfer,6,1
CUST-01298,57,F,8,77.96,669.01,month-to-month,mailed_check,2,1
CUST-01299,49,M,34,96.6,3257.14,one-year,bank_transfer,2,0
CUST-01300,61,F,7,43.27,310.88,two-year,credit_card,8,1
CUST-01301,34,M,30,26.08,800.24,two-year,electronic_check,8,0
CUST-01302,50,F,6,80.06,441.68,one-year,credit_card,3,1
CUST-01303,61,F,27,52.58,1376.8,one-year,mailed_check,4,0
CUST-01304,39,F,19,22.47,466.67,two-year,electronic_check,7,0
CUST-01305,36,M,38,82.19,3164.41,month-to-month,credit_card,1,1
CUST-01306,65,F,28,100.8,2866.39,two-year,mailed_check,9,0
CUST-01307,59,M,5,85.71,474.07,month-to-month,bank_transfer,9,1
CUST-01308,44,M,65,119.78,7820.46,two-year,credit_card,9,0
CUST-01309,35,M,61,85.92,5274.72,two-year,electronic_check,3,0
CUST-01310,38,M,43,44.31,1924.64,one-year,mailed_check,6,0
CUST-01311,41,F,47,27.97,1325.11,two-year,mailed_check,6,0
CUST-01312,33,F,30,76.93,2325.31,month-to-month,bank_transfer,9,0
CUST-01313,23,F,34,99.59,3378.16,one-year,bank_transfer,9,0
CUST-01314,74,F,64,83.26,5280.19,month-to-month,credit_card,6,0
CUST-01315,65,M,34,96.55,3245.34,two-year,credit_card,6,0
CUST-01316,73,F,4,89.0,396.43,month-to-month,electronic_check,2,1
CUST-01317,25,F,52,89.69,4703.62,month-to-month,electronic_check,9,0
CUST-01318,40,F,14,119.41,1712.81,month-to-month,mailed_check,6,1
CUST-01319,29,M,38,95.77,3604.49,two-year,credit_card,9,1
CUST-01320,46,M,48,87.39,4195.59,one-year,electronic_check,1,0
CUST-01321,51,F,30,49.73,1470.43,one-year,mailed_check,5,1
CUST-01322,65,M,23,115.35,2646.1,month-to-month,electronic_check,9,0
CUST-01323,36,F,41,29.95,1226.61,one-year,bank_transfer,2,0
CUST-01324,66,M,37,113.92,4257.49,one-year,electronic_check,2,0
CUST-01325,19,M,13,40.68,574.83,two-year,bank_transfer,0,0
CUST-01326,36,F,63,103.25,6527.96,month-to-month,bank_transfer,7,1
CUST-01327,72,M,38,111.8,4242.84,two-year,mailed_check,7,0
CUST-01328,64,M,34,28.69,1022.3,month-to-month,credit_card,3,0
CUST-01329,47,M,10,52.71,547.78,two-year,electronic_check,0,0
CUST-01330,38,M,56,30.04,1716.38,two-year,credit_card,10,0
CUST-01331,32,M,2,44.59,65.71,two-year,bank_transfer,7,0
CUST-01332,58,M,24,93.36,2285.72,one-year,bank_transfer,0,1
CUST-01333,63,M,56,26.73,1450.76,two-year,electronic_check,9,0
CUST-01334,48,M,49,83.1,4109.69,month-to-month,bank_transfer,4,0
CUST-01335,40,F,63,69.02,4327.8,two-year,bank_transfer,1,0
CUST-01336,60,F,37,61.96,2254.1,one-year,mailed_check,5,0
CUST-01337,67,F,15,54.76,855.41,one-year,mailed_check,9,0
CUST-01338,50,M,53,88.72,4741.14,month-to-month,mailed_check,0,1
CUST-01339,44,F,72,97.18,7027.86,one-year,mailed_check,6,0
CUST-01340,32,F,34,111.24,3795.79,one-year,credit_card,4,0
CUST-01341,52,M,58,60.98,3564.8,two-year,credit_card,9,0
CUST-01342,64,M,43,32.92,1445.8,two-year,credit_card,5,1
CUST-01343,21,M,46,96.68,4433.49,two-year,bank_transfer,2,1
CUST-01344,69,M,69,59.55,4150.02,two-year,electronic_check,6,0
CUST-01345,20,M,28,75.3,2133.91,month-to-month,credit_card,8,0
CUST-01346,37,M,51,99.13,5028.63,month-to-month,bank_transfer,0,1
CUST-01347,26,F,35,94.99,3360.85,one-year,credit_card,1,0
CUST-01348,18,M,65,92.21,5953.21,two-year,mailed_check,3,0
CUST-01349,19,F,40,98.48,3916.6,one-year,bank_transfer,1,0
CUST-01350,36,F,34,116.93,3934.93,two-year,mailed_check,8,0
CUST-01351,33,F,36,68.33,2411.6,two-year,mailed_check,6,0
CUST-01352,32,M,48,96.27,4610.69,two-year,bank_transfer,7,1
CUST-01353,39,M,48,67.68,3279.61,month-to-month,credit_card,1,0
CUST-01354,23,M,72,36.93,2649.28,one-year,mailed_check,8,0
CUST-01355,37,F,30,25.89,810.13,one-year,credit_card,5,0
CUST-01356,66,F,53,107.14,5682.98,one-year,electronic_check,10,0
CUST-01357,53,M,31,52.18,1659.7,two-year,mailed_check,1,0
CUST-01358,65,M,49,32.73,1570.39,month-to-month,mailed_check,1,1
CUST-01359,69,F,5,108.55,506.74,one-year,mailed_check,6,1
CUST-01360,64,F,2,49.68,101.61,one-year,electronic_check,9,0
CUST-01361,69,F,22,34.15,753.24,two-year,electronic_check,7,0
CUST-01362,64,M,60,41.06,2430.02,one-year,mailed_check,0,0
CUST-01363,18,F,41,61.63,2546.98,month-to-month,bank_transfer,1,0
CUST-01364,47,M,69,65.86,4501.02,month-to-month,bank_transfer,5,1
CUST-01365,73,F,2,112.79,234.03,one-year,electronic_check,5,1
CUST-01366,60,M,52,113.43,5856.11,two-year,bank_transfer,1,0
CUST-01367,26,F,28,48.0,1327.02,one-year,electronic_check,9,0
CUST-01368,31,M,61,40.93,2539.68,month-to-month,bank_transfer,2,0
CUST-01369,75,M,22,67.55,1449.8,month-to-month,mailed_check,6,0
CUST-01370,33,F,61,52.71,3203.04,two-year,mailed_check,7,0
CUST-01371,23,M,46,51.18,2399.82,two-year,electronic_check,2,0
CUST-01372,34,M,56,76.05,4264.59,one-year,mailed_check,10,0
CUST-01373,67,F,45,37.8,1723.85,one-year,bank_transfer,9,0
CUST-01374,29,M,72,107.63,7718.94,month-to-month,electronic_check,8,1
CUST-01375,41,F,25,20.56,514.28,one-year,credit_card,9,0
CUST-01376,43,M,35,23.35,866.82,one-year,electronic_check,4,0
CUST-01377,48,F,8,117.11,935.91,month-to-month,mailed_check,10,0
CUST-01378,57,M,70,100.74,7072.36,month-to-month,bank_transfer,2,1
CUST-01379,58,M,11,61.96,662.98,month-to-month,electronic_check,3,1
CUST-01380,38,M,3,53.27,200.38,two-year,electronic_check,8,0
CUST-01381,60,M,2,114.05,184.6,one-year,bank_transfer,4,0
CUST-01382,30,F,11,37.26,377.16,month-to-month,credit_card,4,1
CUST-01383,54,M,36,76.06,2744.78,month-to-month,mailed_check,1,0
CUST-01384,29,F,15,111.8,1686.11,month-to-month,credit_card,2,0
CUST-01385,74,M,2,41.75,64.28,one-year,bank_transfer,2,0
CUST-01386,35,M,40,25.33,1019.7,two-year,mailed_check,3,0
CUST-01387,36,F,25,47.28,1201.76,month-to-month,electronic_check,1,1
CUST-01388,59,F,63,55.52,3530.71,one-year,bank_transfer,0,0
CUST-01389,62,F,50,35.57,1763.19,two-year,electronic_check,3,0
CUST-01390,65,F,44,89.97,3917.76,two-year,bank_transfer,4,0
CUST-01391,51,M,28,66.77,1867.08,month-to-month,mailed_check,9,0
CUST-01392,75,M,42,57.23,2385.9,one-year,credit_card,10,0
CUST-01393,48,F,46,106.93,4902.45,month-to-month,credit_card,2,1
CUST-01394,66,M,46,50.63,2322.88,one-year,mailed_check,9,0
CUST-01395,34,F,56,93.1,5223.69,one-year,mailed_check,10,0
CUST-01396,75,M,52,50.02,2593.14,month-to-month,electronic_check,9,0
CUST-01397,37,M,52,79.31,4169.27,month-to-month,bank_transfer,2,0
CUST-01398,37,M,43,98.86,4281.13,month-to-month,mailed_check,6,0
CUST-01399,74,M,22,66.06,1433.45,two-year,credit_card,2,1
CUST-01400,33,M,31,105.78,3297.65,one-year,electronic_check,0,1
CUST-01401,61,F,62,35.93,2247.54,month-to-month,mailed_check,10,0
CUST-01402,24,F,49,103.13,5016.22,two-year,bank_transfer,6,1
CUST-01403,45,F,42,109.8,4615.01,two-year,electronic_check,7,0
CUST-01404,33,F,4,42.17,154.91,two-year,credit_card,9,1
CUST-01405,49,M,51,111.46,5638.88,two-year,electronic_check,6,1
CUST-01406,27,F,12,53.96,628.63,two-year,mailed_check,0,0
CUST-01407,43,M,34,115.85,3935.39,one-year,credit_card,5,1
CUST-01408,18,M,13,85.59,1094.57,one-year,mailed_check,10,0
CUST-01409,43,F,59,21.16,1275.58,two-year,electronic_check,6,0
CUST-01410,69,F,34,94.21,3203.35,month-to-month,mailed_check,5,0
CUST-01411,45,F,69,117.18,8122.45,month-to-month,credit_card,2,0
CUST-01412,30,F,1,53.71,47.2,two-year,mailed_check,4,0
CUST-01413,21,F,6,32.16,168.19,one-year,electronic_check,10,0
CUST-01414,29,F,38,96.68,3659.53,month-to-month,credit_card,7,0
CUST-01415,40,M,42,49.77,2093.47,month-to-month,mailed_check,3,0
CUST-01416,27,F,23,28.4,646.31,month-to-month,electronic_check,5,1
CUST-01417,75,F,59,88.9,5199.16,month-to-month,electronic_check,5,0
CUST-01418,74,M,5,34.68,161.59,two-year,credit_card,5,0
CUST-01419,65,F,39,62.25,2449.91,month-to-month,credit_card,6,1
CUST-01420,37,M,15,99.36,1509.83,two-year,credit_card,5,0
CUST-01421,62,M,61,41.52,2510.41,one-year,credit_card,9,0
CUST-01422,18,F,52,110.97,5741.15,two-year,mailed_check,10,0
CUST-01423,58,F,17,47.48,766.87,one-year,bank_transfer,0,0
CUST-01424,63,F,42,42.11,1777.41,two-year,electronic_check,8,0
CUST-01425,39,F,50,67.56,3362.64,two-year,mailed_check,2,1
CUST-01426,62,M,60,105.44,6343.7,one-year,electronic_check,6,1
CUST-01427,58,F,5,86.07,436.48,two-year,electronic_check,1,0
CUST-01428,36,F,27,94.8,2554.75,two-year,mailed_check,0,0
CUST-01429,54,F,20,82.49,1641.34,month-to-month,credit_card,4,0
CUST-01430,52,M,72,94.41,6785.36,month-to-month,credit_card,1,1
CUST-01431,29,M,51,41.83,2160.02,month-to-month,mailed_check,8,0
CUST-01432,56,F,53,55.2,2907.54,month-to-month,electronic_check,10,0
CUST-01433,66,F,14,86.42,1210.11,two-year,mailed_check,3,0
CUST-01434,46,M,52,69.48,3655.35,one-year,bank_transfer,6,0
CUST-01435,59,M,37,20.33,770.55,one-year,credit_card,6,0
CUST-01436,19,M,54,117.42,6304.54,one-year,credit_card,9,1
CUST-01437,28,F,53,114.55,6089.59,one-year,electronic_check,0,0
CUST-01438,28,F,50,75.21,3747.41,month-to-month,bank_transfer,2,0
CUST-01439,36,M,61,113.71,6975.75,month-to-month,bank_transfer,9,1
CUST-01440,33,M,60,65.92,4002.48,two-year,credit_card,9,0
CUST-01441,64,M,43,107.21,4560.72,month-to-month,credit_card,10,1
CUST-01442,22,F,53,106.71,5701.39,one-year,credit_card,9,0
CUST-01443,64,M,69,91.48,6291.42,one-year,mailed_check,0,0
CUST-01444,46,F,47,59.94,2845.92,two-year,credit_card,2,0
CUST-01445,25,M,34,95.79,3243.51,two-year,electronic_check,2,0
CUST-01446,39,M,32,99.56,3181.74,month-to-month,mailed_check,3,1
CUST-01447,68,F,34,54.24,1864.12,two-year,electronic_check,9,0
CUST-01448,19,M,5,96.13,518.67,month-to-month,electronic_check,4,0
CUST-01449,37,F,40,114.48,4600.51,month-to-month,electronic_check,2,0
CUST-01450,34,M,17,34.65,541.85,one-year,bank_transfer,9,0
CUST-01451,64,F,39,34.84,1356.46,month-to-month,bank_transfer,5,1
CUST-01452,41,F,20,78.71,1610.74,two-year,mailed_check,10,0
CUST-01453,75,F,22,107.08,2307.18,one-year,credit_card,5,1
CUST-01454,56,M,29,50.93,1491.97,month-to-month,electronic_check,7,1
CUST-01455,71,M,59,76.94,4563.6,two-year,electronic_check,10,0
CUST-01456,50,M,5,59.85,276.4,month-to-month,credit_card,0,0
CUST-01457,69,M,58,76.67,4465.83,month-to-month,bank_transfer,3,1
CUST-01458,35,M,59,37.74,2250.97,two-year,credit_card,2,0
CUST-01459,55,F,67,50.28,3365.19,month-to-month,credit_card,5,1
CUST-01460,48,M,10,39.64,356.39,month-to-month,bank_transfer,9,0
CUST-01461,73,M,63,50.0,3172.0,month-to-month,mailed_check,10,0
CUST-01462,47,M,25,78.89,1947.42,two-year,mailed_check,9,0
CUST-01463,48,F,35,69.26,2469.24,month-to-month,electronic_check,4,0
CUST-01464,50,F,69,44.9,3110.69,one-year,credit_card,2,0
CUST-01465,28,M,63,20.65,1257.51,two-year,mailed_check,10,0
CUST-01466,61,M,39,29.46,1118.3,one-year,credit_card,3,0
CUST-01467,51,F,28,50.72,1380.45,one-year,electronic_check,9,0
CUST-01468,30,F,27,77.1,2110.28,month-to-month,bank_transfer,9,0
CUST-01469,59,F,21,52.57,1131.95,two-year,electronic_check,3,0
CUST-01470,37,F,34,67.2,2307.47,one-year,electronic_check,7,0
CUST-01471,18,F,40,62.53,2456.73,one-year,mailed_check,5,0
CUST-01472,63,M,18,117.5,2085.86,one-year,electronic_check,4,1
CUST-01473,38,M,48,22.37,1103.51,one-year,mailed_check,4,0
CUST-01474,48,F,14,27.44,429.36,month-to-month,credit_card,10,0
CUST-01475,35,F,50,88.78,4394.93,two-year,credit_card,10,0
CUST-01476,36,M,44,47.6,2091.58,one-year,credit_card,5,0
CUST-01477,54,M,53,102.43,5434.97,month-to-month,mailed_check,3,0
CUST-01478,51,F,42,77.27,3264.3,two-year,bank_transfer,1,0
CUST-01479,46,M,41,115.72,4712.93,one-year,mailed_check,3,0
CUST-01480,63,F,59,56.22,3292.52,month-to-month,credit_card,2,0
CUST-01481,49,M,16,84.22,1380.69,one-year,credit_card,8,0
CUST-01482,50,F,48,21.62,1066.77,one-year,mailed_check,4,0
CUST-01483,23,M,43,83.44,3591.1,two-year,credit_card,9,1
CUST-01484,67,F,60,81.0,4891.78,month-to-month,mailed_check,7,0
CUST-01485,54,F,20,85.04,1696.2,month-to-month,mailed_check,0,1
CUST-01486,42,M,52,77.47,3979.29,month-to-month,electronic_check,6,0
CUST-01487,67,F,20,45.89,921.04,month-to-month,bank_transfer,9,0
CUST-01488,27,M,46,109.32,5056.02,two-year,bank_transfer,4,0
CUST-01489,72,M,24,30.09,750.11,two-year,electronic_check,1,0
CUST-01490,30,F,42,107.06,4462.85,month-to-month,electronic_check,3,0
CUST-01491,75,F,28,97.23,2684.75,month-to-month,mailed_check,0,1
CUST-01492,21,F,57,106.75,6078.6,two-year,bank_transfer,3,1
CUST-01493,29,M,49,79.02,3838.27,month-to-month,bank_transfer,1,1
CUST-01494,38,F,63,94.06,5894.88,one-year,credit_card,8,0
CUST-01495,47,M,47,67.8,3137.33,two-year,mailed_check,6,1
CUST-01496,45,F,13,55.47,694.05,one-year,credit_card,10,0
CUST-01497,35,F,50,107.59,5334.04,month-to-month,bank_transfer,2,0
CUST-01498,48,M,2,32.79,21.7,month-to-month,bank_transfer,10,1
CUST-01499,44,M,38,57.17,2139.92,one-year,bank_transfer,10,0
CUST-01500,19,F,24,56.51,1326.65,month-to-month,mailed_check,10,0
CUST-01501,19,M,48,110.9,5306.36,one-year,mailed_check,0,0
CUST-01502,66,M,19,111.36,2081.66,month-to-month,credit_card,5,0
CUST-01503,48,F,29,29.21,895.43,month-to-month,mailed_check,2,1
CUST-01504,34,M,1,51.14,33.43,one-year,electronic_check,9,0
CUST-01505,54,M,13,67.78,843.72,two-year,bank_transfer,2,0
CUST-01506,43,F,29,85.92,2530.37,two-year,credit_card,3,1
CUST-01507,39,F,29,45.07,1323.87,two-year,electronic_check,2,0
CUST-01508,65,M,42,62.2,2637.19,two-year,mailed_check,10,1
CUST-01509,58,M,7,99.42,729.48,month-to-month,bank_transfer,2,1
CUST-01510,72,F,51,52.25,2633.52,two-year,mailed_check,7,0
CUST-01511,25,F,28,65.32,1844.51,one-year,electronic_check,5,0
CUST-01512,47,M,24,45.53,1109.52,one-year,electronic_check,8,0
CUST-01513,19,M,34,26.31,854.0,one-year,mailed_check,1,0
CUST-01514,40,F,16,75.05,1196.06,one-year,credit_card,8,1
CUST-01515,71,M,24,59.76,1461.83,two-year,bank_transfer,5,0
CUST-01516,51,M,68,80.09,5476.15,month-to-month,electronic_check,8,0
CUST-01517,28,M,30,89.37,2699.14,two-year,bank_transfer,2,1
CUST-01518,30,F,70,114.22,7950.29,two-year,mailed_check,4,0
CUST-01519,47,F,50,110.1,5468.61,one-year,electronic_check,0,0
CUST-01520,31,M,10,45.13,407.22,two-year,mailed_check,2,0
CUST-01521,69,M,19,68.09,1282.83,month-to-month,bank_transfer,10,0
CUST-01522,40,M,54,59.1,3164.03,month-to-month,electronic_check,2,1
CUST-01523,61,M,52,32.35,1652.78,two-year,bank_transfer,10,0
CUST-01524,51,F,36,96.06,3460.58,month-to-month,mailed_check,3,0
CUST-01525,57,F,57,49.88,2808.53,month-to-month,electronic_check,4,0
CUST-01526,47,F,6,58.15,357.4,one-year,mailed_check,4,1
CUST-01527,56,F,29,72.28,2070.25,month-to-month,mailed_check,6,0
CUST-01528,35,F,54,25.67,1426.65,month-to-month,electronic_check,6,0
CUST-01529,63,F,33,118.31,3878.5,month-to-month,mailed_check,3,1
CUST-01530,70,F,56,86.56,4853.43,month-to-month,mailed_check,9,0
CUST-01531,56,M,67,107.04,7180.71,two-year,credit_card,9,0
CUST-01532,61,F,13,31.75,444.28,month-to-month,credit_card,5,0
CUST-01533,20,F,57,105.22,6028.86,two-year,mailed_check,10,0
CUST-01534,39,M,4,41.6,145.63,month-to-month,mailed_check,0,1
CUST-01535,61,F,59,104.94,6176.7,one-year,bank_transfer,4,0
CUST-01536,58,F,58,98.37,5732.32,one-year,bank_transfer,3,0
CUST-01537,65,F,72,97.08,7015.09,two-year,bank_transfer,7,0
CUST-01538,69,M,12,53.38,622.21,two-year,electronic_check,1,0
CUST-01539,58,M,12,83.95,1033.06,one-year,bank_transfer,4,0
CUST-01540,66,M,63,55.06,3514.71,one-year,electronic_check,0,0
CUST-01541,62,F,15,38.98,610.38,one-year,bank_transfer,6,0
CUST-01542,74,F,10,39.86,433.82,month-to-month,bank_transfer,5,0
CUST-01543,24,F,69,55.38,3832.56,month-to-month,credit_card,5,0
CUST-01544,27,F,29,64.25,1815.89,month-to-month,bank_transfer,3,1
CUST-01545,31,M,32,107.51,3391.56,one-year,bank_transfer,0,0
CUST-01546,54,M,62,103.79,6426.21,one-year,mailed_check,10,0
CUST-01547,41,F,50,94.68,4727.13,two-year,electronic_check,3,0
CUST-01548,26,F,41,74.04,3071.63,month-to-month,bank_transfer,8,0
CUST-01549,52,F,17,29.66,464.7,two-year,bank_transfer,5,0
CUST-01550,54,M,71,102.11,7245.83,month-to-month,mailed_check,7,0
CUST-01551,46,M,56,26.47,1521.9,month-to-month,mailed_check,2,1
CUST-01552,35,F,9,88.2,838.54,month-to-month,credit_card,9,0
CUST-01553,31,F,63,63.08,3955.02,month-to-month,electronic_check,5,0
CUST-01554,27,F,30,76.99,2345.97,two-year,credit_card,5,0
CUST-01555,51,F,16,97.46,1582.4,month-to-month,bank_transfer,3,0
CUST-01556,49,M,23,103.57,2365.29,month-to-month,credit_card,6,0
CUST-01557,26,F,50,100.49,4992.8,one-year,electronic_check,5,0
CUST-01558,29,F,23,90.73,2076.93,one-year,bank_transfer,5,0
CUST-01559,19,M,11,53.97,641.87,month-to-month,credit_card,10,0
CUST-01560,51,M,48,29.55,1368.87,month-to-month,mailed_check,4,0
CUST-01561,72,M,4,100.0,445.57,two-year,bank_transfer,10,0
CUST-01562,24,M,64,38.18,2453.49,month-to-month,bank_transfer,7,0
CUST-01563,20,M,23,70.73,1657.51,one-year,electronic_check,4,1
CUST-01564,28,M,14,54.91,768.51,month-to-month,bank_transfer,9,0
CUST-01565,42,F,44,113.78,5050.72,two-year,credit_card,5,0
CUST-01566,49,M,32,56.57,1839.65,month-to-month,credit_card,5,0
CUST-01567,60,M,8,111.66,928.06,one-year,credit_card,10,0
CUST-01568,52,F,42,111.19,4695.67,two-year,bank_transfer,4,0
CUST-01569,58,F,42,33.55,1399.52,month-to-month,mailed_check,1,1
CUST-01570,48,F,63,22.38,1390.53,month-to-month,electronic_check,10,0
CUST-01571,23,F,8,72.76,621.29,month-to-month,bank_transfer,10,1
CUST-01572,37,F,41,93.93,3819.95,two-year,credit_card,10,1
CUST-01573,50,F,56,93.85,5273.71,two-year,credit_card,3,0
CUST-01574,63,F,13,65.72,811.66,month-to-month,bank_transfer,7,0
CUST-01575,42,M,27,77.11,2122.0,two-year,credit_card,4,1
CUST-01576,71,F,1,110.44,158.88,two-year,mailed_check,3,0
CUST-01577,27,M,48,111.76,5376.66,one-year,electronic_check,6,1
CUST-01578,35,F,40,40.49,1638.63,two-year,mailed_check,6,0
CUST-01579,49,F,49,47.81,2352.7,month-to-month,mailed_check,0,0
CUST-01580,58,M,58,32.89,1869.15,two-year,mailed_check,1,0
CUST-01581,34,F,24,73.69,1747.04,month-to-month,electronic_check,4,0
CUST-01582,74,M,34,30.85,1093.92,month-to-month,mailed_check,3,0
CUST-01583,24,M,17,71.82,1193.8,month-to-month,mailed_check,2,0
CUST-01584,57,F,11,96.25,1052.56,month-to-month,bank_transfer,7,1
CUST-01585,30,M,6,86.29,540.23,two-year,credit_card,9,0
CUST-01586,34,M,2,114.86,214.73,one-year,bank_transfer,10,0
CUST-01587,50,M,8,59.13,445.56,month-to-month,bank_transfer,5,0
CUST-01588,33,F,57,22.53,1289.9,one-year,bank_transfer,8,1
CUST-01589,51,M,41,25.67,1064.33,two-year,bank_transfer,5,1
CUST-01590,18,F,48,23.84,1094.66,month-to-month,credit_card,6,0
