Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout
20.3,Male,31526.0,No,3.39,83.0,0,15.1,Yes,No,8.2,0.0,0.0,0.0,Year 2,Engineering,Bachelor,1
18.8,Female,25000.0,Yes,5.44,77.9,1,44.9,Yes,No,1.2,4.0,4.0,3.98,Year 2,Arts,Master,0
21.6,Male,25000.0,Yes,4.93,86.1,1,30.9,Yes,No,7.7,0.9,0.98,0.88,Year 4,Business,Bachelor,1
21.7,Female,25000.0,Yes,5.38,87.0,1,32.7,No,No,3.9,2.92,3.16,3.12,Year 3,Arts,High School,0
21.0,Male,101868.0,Yes,5.28,87.8,7,37.3,No,Yes,3.5,4.0,4.0,4.0,Year 2,Business,Bachelor,0
22.0,Male,44153.0,Yes,3.72,76.0,4,27.3,No,No,5.0,1.24,1.58,1.58,Year 1,Science,High School,0
22.4,Female,83993.0,Yes,3.44,76.5,1,46.9,Yes,No,6.6,2.77,2.97,2.97,Year 1,Science,Master,0
22.7,Male,25000.0,Yes,5.8,85.1,5,36.2,No,Yes,6.1,4.0,4.0,4.0,Year 4,Science,Master,0
19.9,Female,47363.0,Yes,4.67,72.5,2,14.9,No,No,5.3,1.51,1.95,1.89,Year 3,Business,PhD,0
23.5,Female,45599.0,Yes,3.35,86.0,3,19.3,No,Yes,6.6,0.0,0.0,0.04,Year 4,Engineering,High School,1
21.0,Female,25000.0,Yes,3.38,85.5,1,12.8,No,Yes,2.7,1.94,2.43,2.41,Year 4,CS,Bachelor,1
21.6,Male,27503.0,No,4.13,64.3,6,16.2,No,Yes,4.6,3.71,3.58,3.56,Year 3,Arts,Bachelor,0
20.9,Female,25000.0,Yes,2.33,73.5,2,26.0,No,No,10.0,0.0,0.36,0.39,Year 3,Business,Master,0
21.5,Female,26802.0,Yes,5.65,81.2,0,22.1,No,No,3.2,4.0,3.95,3.88,Year 2,Arts,Master,0
21.5,Female,53433.0,Yes,3.07,72.8,1,43.3,Yes,No,3.8,2.33,2.42,2.42,Year 2,Science,Bachelor,0
24.0,Female,33504.0,Yes,5.66,82.3,3,37.8,No,Yes,5.1,2.54,2.68,2.64,Year 3,Business,High School,0
17.0,Male,25000.0,Yes,4.83,89.6,1,38.4,No,No,5.1,3.98,3.8,3.82,Year 2,Science,Master,0
21.7,Male,67543.0,Yes,4.4,89.7,1,24.8,No,Yes,3.9,1.56,1.51,1.51,Year 3,Business,Master,0
21.6,Male,57937.0,Yes,5.21,80.4,4,18.5,No,No,5.5,1.97,2.23,2.32,Year 3,Engineering,High School,0
21.2,Female,25000.0,Yes,4.42,85.6,2,31.5,No,No,3.8,3.47,3.7,3.66,Year 2,CS,Master,0
24.8,Female,25000.0,Yes,4.04,82.4,1,23.0,No,No,4.7,2.9,3.3,3.31,Year 3,Science,Bachelor,0
18.5,Male,33609.0,Yes,3.44,71.4,1,17.7,No,No,7.1,1.12,1.08,0.95,Year 3,Business,High School,0
20.5,Male,25000.0,Yes,3.54,71.8,3,33.5,Yes,No,3.9,1.72,1.62,1.62,Year 1,Engineering,Bachelor,1
21.1,Male,25000.0,Yes,2.89,79.7,3,44.9,Yes,No,6.1,2.14,1.72,1.83,Year 2,Arts,High School,0
20.0,Female,31304.0,Yes,6.37,89.5,1,21.6,No,No,4.7,3.29,2.9,2.89,Year 3,Arts,PhD,0
19.1,Female,84766.0,No,3.69,78.4,2,9.6,Yes,No,4.4,1.72,1.78,1.67,Year 4,Arts,Master,1
24.1,Female,27166.0,Yes,5.23,84.4,1,57.0,No,No,6.3,1.96,2.54,2.52,Year 3,Engineering,High School,0
22.5,Male,26507.0,Yes,2.21,69.8,1,45.2,Yes,No,1.0,4.0,3.86,3.86,Year 4,Arts,High School,0
21.3,Female,41081.0,Yes,7.45,100.0,2,20.3,No,Yes,4.8,3.45,3.89,3.87,Year 4,Science,Bachelor,0
21.4,Male,25000.0,Yes,1.55,81.6,3,34.2,No,No,2.8,3.89,4.0,4.0,Year 4,Arts,Master,0
19.8,Female,81018.0,Yes,2.78,80.8,1,5.0,Yes,Yes,7.1,2.18,1.86,1.94,Year 3,Business,Master,1
22.7,Female,25000.0,Yes,3.69,74.1,5,20.1,No,Yes,3.7,4.0,3.78,3.79,Year 4,CS,High School,0
22.9,Female,25000.0,No,5.81,85.6,3,30.8,No,No,7.2,1.25,1.48,1.5,Year 3,Arts,High School,1
19.1,Male,25000.0,Yes,1.55,65.2,3,42.3,Yes,No,5.1,2.67,2.46,2.48,Year 3,CS,Master,0
19.8,Female,25000.0,No,3.5,83.6,2,22.1,No,Yes,4.1,3.89,3.13,3.13,Year 1,Engineering,Bachelor,0
21.5,Male,25000.0,Yes,4.96,84.0,0,9.8,No,No,7.2,1.53,1.78,1.8,Year 3,Business,Bachelor,0
22.0,Male,25000.0,Yes,4.79,82.3,3,28.8,No,No,6.8,4.0,4.0,3.97,Year 3,Science,Bachelor,0
23.5,Male,25000.0,No,2.22,93.3,2,46.9,No,No,6.4,3.72,3.28,3.21,Year 4,Science,Bachelor,1
24.8,Female,33813.0,Yes,3.38,87.9,3,24.7,Yes,No,5.5,3.19,3.14,3.14,Year 1,Arts,Bachelor,0
22.7,Male,48904.0,Yes,6.01,77.8,2,27.2,Yes,Yes,5.2,2.03,2.27,2.27,Year 1,Business,Bachelor,1
19.5,Female,40300.0,Yes,5.92,81.5,2,33.4,No,Yes,3.9,2.78,3.03,2.97,Year 4,Arts,High School,0
21.8,Male,48326.0,Yes,3.42,87.3,2,32.7,No,No,5.7,3.28,3.31,3.32,Year 2,CS,High School,0
25.6,Female,25000.0,Yes,3.14,78.4,2,28.3,No,No,5.7,1.96,1.43,1.43,Year 1,Science,High School,0
23.6,Male,25000.0,Yes,3.78,78.1,3,41.7,No,No,5.1,2.48,1.92,1.88,Year 3,CS,Bachelor,1
24.4,Female,25000.0,Yes,4.9,80.0,4,30.3,Yes,No,5.3,3.69,3.81,3.75,Year 4,Arts,Master,0
22.8,Male,25000.0,Yes,5.63,87.6,1,34.5,No,Yes,5.0,2.42,3.02,3.01,Year 4,Science,Bachelor,1
18.5,Female,91705.0,Yes,5.03,78.9,3,20.6,Yes,No,4.1,1.83,1.99,1.99,Year 2,Business,Master,0
18.0,Female,31222.0,Yes,5.3,95.2,1,45.0,No,Yes,4.8,2.8,2.63,2.64,Year 2,Science,Bachelor,0
17.0,Male,33263.0,Yes,4.42,72.6,0,34.3,Yes,Yes,5.6,1.84,1.61,1.66,Year 4,Science,Bachelor,0
21.4,Female,51056.0,Yes,4.45,76.3,1,31.2,Yes,No,2.8,2.71,2.94,2.97,Year 3,Science,High School,0
22.3,Male,25000.0,Yes,4.11,81.3,2,41.5,No,No,5.6,3.13,2.8,2.83,Year 2,Business,Master,0
17.7,Male,55967.0,Yes,3.81,91.6,0,20.4,Yes,Yes,8.0,2.13,2.03,1.95,Year 3,Business,High School,0
19.7,Female,29789.0,Yes,4.08,91.1,0,53.0,No,Yes,8.0,3.38,3.62,3.71,Year 3,Science,Bachelor,0
24.3,Male,25407.0,Yes,2.74,97.0,5,40.3,Yes,No,9.1,1.52,1.55,1.4,Year 2,CS,Bachelor,0
20.6,Female,25000.0,Yes,1.89,79.8,1,36.7,Yes,Yes,5.1,4.0,4.0,3.92,Year 4,Science,Bachelor,0
23.3,Male,41477.0,Yes,4.39,86.9,2,28.9,Yes,No,8.5,1.5,1.64,1.55,Year 2,Arts,Bachelor,1
21.6,Male,61648.0,Yes,5.06,77.2,0,39.8,No,No,6.5,1.61,1.84,1.88,Year 2,Arts,High School,1
22.9,Female,29844.0,No,5.71,78.3,3,15.4,Yes,Yes,6.8,1.88,2.2,2.2,Year 1,Science,Bachelor,1
21.0,Female,39575.0,Yes,2.99,88.7,1,34.8,Yes,Yes,1.6,4.0,3.77,3.8,Year 2,Arts,Bachelor,0
22.5,Female,41354.0,Yes,5.82,72.1,3,36.7,Yes,No,7.4,3.13,3.41,3.43,Year 4,Business,High School,1
21.8,Female,25000.0,Yes,4.33,84.0,1,33.4,No,No,2.7,3.85,3.25,3.27,Year 2,Business,PhD,0
22.9,Male,36100.0,Yes,5.47,85.9,1,40.1,No,No,7.1,3.2,3.19,3.19,Year 1,Business,High School,0
19.0,Male,25000.0,No,3.08,76.6,2,24.9,No,No,3.8,1.72,1.4,1.41,Year 3,Business,High School,0
20.6,Male,36381.0,Yes,2.17,73.0,1,33.0,No,No,8.5,1.45,1.19,1.21,Year 2,CS,Master,1
22.8,Female,63286.0,Yes,3.57,88.9,1,40.3,Yes,Yes,6.2,0.0,0.0,0.0,Year 3,Engineering,High School,1
22.8,Female,25000.0,Yes,3.85,98.7,3,26.7,Yes,Yes,7.1,3.86,3.75,3.75,Year 1,Engineering,Bachelor,0
20.9,Male,37788.0,Yes,4.98,74.2,1,38.0,No,No,4.1,4.0,3.9,3.87,Year 4,Business,Bachelor,0
19.4,Male,25000.0,Yes,7.05,84.0,2,35.1,No,No,4.7,2.29,2.46,2.48,Year 4,Engineering,Bachelor,0
22.0,Female,25000.0,Yes,3.66,95.8,3,53.9,No,Yes,4.9,2.06,2.69,2.7,Year 4,Engineering,Bachelor,0
22.9,Female,25000.0,No,4.03,95.0,3,38.3,Yes,No,4.5,2.11,2.09,2.09,Year 1,Science,High School,1
24.1,Female,54169.0,Yes,4.29,86.9,3,16.6,Yes,No,4.3,4.0,4.0,4.0,Year 1,Business,Bachelor,0
18.8,Female,43990.0,Yes,5.71,75.2,3,41.7,No,No,5.7,1.96,2.17,2.2,Year 3,Business,Bachelor,0
18.8,Male,25000.0,Yes,5.75,81.3,6,27.7,No,No,7.3,3.28,3.08,3.08,Year 1,CS,High School,1
20.3,Male,25000.0,Yes,4.95,66.9,1,5.7,No,No,8.1,1.76,1.48,1.58,Year 3,Science,Bachelor,0
20.3,Male,35920.0,Yes,2.35,76.6,0,21.1,Yes,No,5.0,2.17,1.74,1.8,Year 4,CS,Bachelor,1
21.0,Male,34785.0,Yes,6.6,81.9,2,24.3,No,No,3.6,3.62,3.52,3.53,Year 4,Arts,PhD,0
25.2,Male,76139.0,Yes,5.52,73.9,1,36.5,Yes,No,6.5,4.0,4.0,3.98,Year 4,CS,High School,0
19.7,Female,39629.0,Yes,1.88,83.6,1,16.5,Yes,Yes,5.8,0.0,0.0,0.0,Year 4,CS,Bachelor,1
18.6,Female,28454.0,Yes,4.61,77.5,3,10.2,No,No,3.6,4.0,3.55,3.48,Year 3,Science,Bachelor,0
21.7,Male,25000.0,Yes,4.84,78.8,0,30.4,No,No,5.3,2.57,2.19,2.17,Year 3,Arts,Bachelor,0
21.7,Male,33862.0,Yes,2.43,84.6,0,5.0,Yes,Yes,2.0,0.97,1.27,1.27,Year 1,CS,Bachelor,0
24.7,Female,70184.0,Yes,5.83,91.5,2,14.8,Yes,No,6.2,4.0,3.87,3.91,Year 4,Science,Master,0
19.5,Male,25000.0,Yes,5.21,100.0,1,11.9,No,No,8.1,4.0,3.55,3.55,Year 1,CS,High School,0
20.1,Male,38328.0,Yes,3.82,66.8,1,5.0,No,Yes,5.9,2.69,2.51,2.51,Year 1,Engineering,Bachelor,0
22.6,Female,61715.0,Yes,2.18,81.5,2,8.8,No,No,7.4,0.72,0.45,0.52,Year 2,CS,Bachelor,1
18.3,Male,40834.0,Yes,2.92,75.9,2,38.5,No,Yes,10.0,3.17,2.68,2.62,Year 2,Engineering,Bachelor,1
20.2,Female,37749.0,Yes,3.54,97.7,2,8.9,Yes,No,5.5,3.32,3.17,3.16,Year 3,CS,Bachelor,0
21.5,Female,25000.0,Yes,3.25,77.0,1,29.7,Yes,No,6.0,2.23,2.27,2.27,Year 1,Engineering,High School,0
21.7,Male,39600.0,Yes,5.09,85.6,0,26.5,Yes,No,4.6,2.41,2.23,2.19,Year 2,Business,Bachelor,0
19.2,Female,25000.0,Yes,5.42,65.8,4,21.8,Yes,No,6.9,0.48,0.65,0.76,Year 3,Arts,Bachelor,1
22.4,Female,25000.0,Yes,5.02,75.6,5,48.9,Yes,No,4.0,2.75,2.87,2.83,Year 2,Arts,Bachelor,0
22.0,Male,85657.0,Yes,2.7,78.1,2,54.8,No,No,7.9,0.97,1.58,1.59,Year 4,Engineering,High School,1
19.5,Male,32741.0,Yes,3.71,77.5,1,31.8,Yes,Yes,7.1,1.37,1.71,1.75,Year 3,Engineering,High School,0
21.2,Male,25000.0,Yes,4.18,72.4,1,27.8,No,Yes,6.1,0.75,0.72,0.74,Year 3,Science,High School,1
21.6,Male,49373.0,Yes,5.41,85.0,0,26.0,No,No,4.7,2.59,2.21,2.12,Year 2,Engineering,High School,0
20.3,Male,25000.0,Yes,5.79,85.4,3,29.2,Yes,Yes,4.4,3.37,3.23,3.15,Year 3,Engineering,Bachelor,0
23.7,Male,25000.0,Yes,5.09,89.3,1,7.0,Yes,No,3.9,3.15,2.89,2.94,Year 4,Science,High School,0
19.2,Male,25000.0,Yes,3.52,92.2,0,15.2,No,Yes,2.4,2.7,2.85,2.85,Year 1,Arts,High School,0
17.5,Female,25000.0,No,3.78,88.9,0,36.7,No,No,6.8,0.83,0.92,0.95,Year 2,CS,High School,1
24.6,Female,25000.0,Yes,3.95,85.0,0,23.7,Yes,No,3.2,1.55,1.41,1.41,Year 1,Engineering,Bachelor,0
18.5,Female,49980.0,Yes,2.1,87.3,3,21.4,No,No,2.1,3.42,3.65,3.67,Year 3,Science,Bachelor,0
22.0,Male,38469.0,Yes,3.12,83.4,4,18.0,Yes,No,5.8,2.49,2.9,2.9,Year 1,Arts,Master,0
22.2,Male,25000.0,Yes,6.27,91.0,0,47.5,Yes,No,4.8,3.64,3.48,3.47,Year 2,Science,Bachelor,0
23.2,Female,35609.0,No,5.36,94.4,1,50.5,No,No,4.9,2.64,2.58,2.57,Year 4,CS,Bachelor,0
21.6,Male,51583.0,Yes,5.36,89.0,3,27.6,No,Yes,4.7,4.0,4.0,4.0,Year 3,Business,High School,0
22.0,Female,45003.0,No,5.25,84.4,0,51.2,No,Yes,8.1,0.61,1.3,1.36,Year 2,Business,Bachelor,0
19.9,Male,30196.0,Yes,3.66,83.6,1,22.8,No,No,5.7,2.02,1.85,1.85,Year 3,CS,Master,0
17.0,Male,38875.0,Yes,4.66,83.3,1,29.9,Yes,No,7.2,2.89,2.72,2.78,Year 4,Engineering,Bachelor,1
22.1,Male,25989.0,Yes,4.11,83.5,2,7.7,Yes,No,5.6,3.42,3.45,3.45,Year 1,Arts,Bachelor,0
20.4,Male,25000.0,Yes,2.16,83.9,1,26.2,Yes,Yes,8.5,2.42,2.02,2.02,Year 1,Business,Bachelor,0
19.0,Male,42954.0,Yes,3.48,77.2,1,32.7,No,No,5.1,2.25,2.37,2.33,Year 2,Arts,Bachelor,0
23.3,Male,25000.0,Yes,5.21,83.7,4,47.0,No,No,3.4,3.75,3.78,3.74,Year 2,Engineering,Bachelor,0
18.4,Female,70310.0,Yes,5.23,82.7,0,40.4,No,No,5.0,0.44,0.97,1.03,Year 3,Engineering,Bachelor,0
17.9,Male,25000.0,Yes,4.81,87.5,3,20.3,No,Yes,4.0,3.99,4.0,4.0,Year 3,Engineering,High School,0
20.1,Female,25000.0,Yes,3.47,93.1,2,27.7,No,No,6.9,2.93,2.68,2.71,Year 4,CS,High School,0
23.0,Male,80077.0,Yes,4.76,83.0,0,19.6,No,Yes,4.5,1.66,1.91,1.82,Year 2,Engineering,Bachelor,0
19.4,Male,45999.0,Yes,4.72,86.0,1,18.4,No,No,6.8,2.88,2.76,2.76,Year 1,CS,High School,0
19.0,Male,95616.0,Yes,3.07,84.2,2,32.1,Yes,Yes,4.7,2.23,2.28,2.28,Year 1,Arts,High School,0
21.6,Female,25000.0,No,3.04,82.3,2,24.9,No,Yes,5.0,1.89,1.78,1.74,Year 4,Science,High School,1
18.8,Female,25000.0,Yes,4.26,82.1,2,15.1,Yes,No,5.8,1.8,1.77,1.82,Year 3,Business,High School,1
20.0,Male,25000.0,Yes,2.85,100.0,2,23.9,Yes,No,2.5,3.39,3.68,3.68,Year 1,Business,Bachelor,0
22.4,Male,25000.0,No,3.67,100.0,1,47.5,No,No,3.2,2.27,2.09,2.19,Year 4,Arts,PhD,0
22.2,Female,27279.0,Yes,5.16,73.0,1,37.5,Yes,No,4.4,2.12,1.96,1.91,Year 2,Business,Bachelor,0
21.8,Male,64457.0,No,4.93,58.8,4,34.6,No,No,9.8,0.66,0.82,0.89,Year 4,CS,High School,1
18.1,Female,25000.0,Yes,6.3,88.7,2,17.4,Yes,Yes,6.0,3.24,2.93,2.93,Year 1,Engineering,High School,0
19.0,Male,29691.0,Yes,3.24,96.9,1,35.4,No,No,4.1,4.0,4.0,4.0,Year 1,Business,Bachelor,0
19.0,Male,25000.0,Yes,3.35,89.6,0,42.2,Yes,Yes,6.2,3.16,3.46,3.46,Year 1,Business,Master,0
17.0,Female,27633.0,Yes,3.84,86.6,1,53.5,No,No,7.1,2.16,2.46,2.46,Year 1,Science,High School,0
26.9,Male,44584.0,Yes,1.03,80.2,0,19.9,No,Yes,4.7,1.01,0.73,0.84,Year 2,CS,Master,0
22.7,Male,26988.0,Yes,4.42,90.2,1,5.0,Yes,No,4.8,2.04,2.04,1.99,Year 2,Engineering,Bachelor,0
21.8,Female,32432.0,Yes,7.04,73.5,2,46.4,Yes,No,4.5,4.0,3.84,3.84,Year 1,Arts,High School,0
21.6,Male,25000.0,Yes,4.35,75.2,1,35.7,No,No,4.1,1.84,1.6,1.69,Year 3,CS,Bachelor,0
21.6,Male,30042.0,Yes,3.34,84.1,2,47.8,No,Yes,7.9,0.93,0.87,0.86,Year 2,Engineering,PhD,1
18.8,Female,41084.0,Yes,0.92,81.9,3,12.2,Yes,No,3.7,1.07,1.03,1.07,Year 2,Business,Bachelor,1
23.3,Female,111224.0,Yes,5.61,78.8,1,15.8,Yes,Yes,6.6,1.48,1.45,1.44,Year 4,CS,High School,0
18.3,Male,25000.0,Yes,5.43,82.7,1,50.5,Yes,No,1.7,3.26,2.97,3.02,Year 3,Science,Bachelor,0
27.0,Female,51877.0,Yes,3.84,90.2,3,16.5,No,No,4.1,1.84,1.96,1.91,Year 2,Engineering,Bachelor,0
21.8,Female,25000.0,Yes,2.63,82.1,3,27.1,Yes,Yes,2.7,0.69,0.19,0.19,Year 3,Engineering,Bachelor,0
18.7,Female,68450.0,Yes,2.23,78.5,1,35.1,No,No,2.8,0.81,0.67,0.67,Year 1,Engineering,High School,0
19.8,Female,25000.0,No,4.27,86.6,2,32.0,Yes,No,7.6,1.63,1.59,1.57,Year 3,CS,Master,0
20.5,Male,25306.0,Yes,3.75,91.9,1,18.9,No,Yes,1.2,2.54,2.76,2.73,Year 3,Arts,PhD,0
21.2,Male,38155.0,No,2.4,100.0,2,42.1,Yes,No,5.1,4.0,4.0,4.0,Year 1,Business,Bachelor,0
20.9,Male,31529.0,Yes,0.6,90.4,4,30.3,Yes,No,9.5,0.29,0.28,0.22,Year 3,CS,Bachelor,1
22.5,Male,28075.0,Yes,4.02,78.4,3,26.6,Yes,No,1.8,2.54,2.35,2.35,Year 1,Business,Master,1
19.5,Male,34323.0,Yes,3.61,94.3,1,19.5,Yes,Yes,6.2,1.94,1.71,1.71,Year 1,Engineering,Master,1
18.7,Male,38922.0,Yes,3.06,74.3,2,34.4,No,No,5.0,1.95,1.56,1.55,Year 4,CS,High School,0
19.6,Male,116671.0,Yes,4.52,89.2,3,18.3,Yes,Yes,5.4,2.76,2.73,2.7,Year 2,Arts,High School,0
21.0,Female,25000.0,Yes,5.05,81.5,1,47.5,Yes,Yes,5.5,0.85,1.69,1.59,Year 4,Engineering,High School,1
17.3,Female,25000.0,Yes,4.95,91.9,4,49.6,No,No,3.4,4.0,4.0,3.99,Year 3,Engineering,Bachelor,0
22.2,Male,61028.0,Yes,4.28,85.0,1,40.2,No,No,5.8,2.54,2.56,2.57,Year 3,Arts,Bachelor,1
22.3,Female,73159.0,Yes,5.65,93.5,1,32.4,Yes,No,6.8,4.0,4.0,3.96,Year 4,Arts,High School,0
20.4,Female,85762.0,Yes,3.7,80.5,3,31.2,Yes,No,7.6,2.37,2.22,2.29,Year 4,Engineering,Bachelor,0
21.5,Female,25800.0,Yes,4.78,67.9,2,34.6,No,Yes,4.6,4.0,3.71,3.67,Year 4,Arts,Bachelor,0
19.8,Female,25935.0,No,2.47,77.9,0,16.0,Yes,No,5.7,1.91,2.32,2.24,Year 3,Arts,Master,0
17.0,Female,25000.0,Yes,3.85,72.7,1,33.8,Yes,Yes,4.5,2.65,2.72,2.76,Year 4,Arts,Bachelor,0
21.4,Male,49322.0,No,4.81,93.2,2,43.1,No,Yes,5.5,2.14,2.37,2.3,Year 3,Business,Bachelor,0
18.2,Male,32780.0,Yes,3.08,96.9,0,24.7,Yes,No,5.6,3.81,3.67,3.69,Year 2,Science,High School,0
19.0,Female,25000.0,Yes,3.29,84.0,0,39.6,Yes,No,8.3,2.1,1.88,1.88,Year 2,Engineering,Master,1
24.5,Male,28365.0,Yes,3.88,81.7,3,9.3,Yes,No,7.5,2.06,2.36,2.36,Year 1,Business,Bachelor,0
20.7,Male,60614.0,Yes,1.66,93.0,2,19.9,Yes,Yes,6.0,1.4,1.66,1.68,Year 2,Science,High School,1
18.4,Female,83449.0,Yes,6.33,89.8,0,34.2,No,Yes,2.5,4.0,4.0,3.96,Year 2,Science,Bachelor,0
17.2,Male,47796.0,Yes,5.09,72.0,4,26.3,No,No,4.2,3.03,3.6,3.6,Year 1,CS,Bachelor,0
20.0,Female,25000.0,Yes,3.98,91.3,2,22.3,No,No,8.9,2.3,2.28,2.26,Year 2,Arts,Bachelor,0
18.3,Female,25000.0,Yes,4.76,86.1,3,38.9,Yes,Yes,4.2,2.21,2.25,2.25,Year 1,Arts,High School,0
22.1,Male,25414.0,Yes,3.41,75.5,1,14.5,No,No,3.5,2.35,2.33,2.33,Year 1,Science,Bachelor,0
17.6,Female,40547.0,Yes,2.64,72.5,4,22.6,Yes,No,4.9,1.96,1.84,1.79,Year 2,Engineering,Master,1
18.8,Male,77131.0,Yes,3.95,70.7,2,38.2,Yes,Yes,5.8,1.47,1.36,1.41,Year 4,Science,High School,0
21.5,Male,27858.0,Yes,5.48,78.1,2,40.4,No,No,7.5,2.19,1.99,2.04,Year 2,Science,High School,1
22.6,Female,25000.0,Yes,5.44,76.6,1,27.5,No,Yes,6.1,1.41,1.27,1.26,Year 2,Science,Bachelor,0
23.0,Female,48264.0,Yes,2.72,87.9,1,40.5,No,No,8.4,3.14,3.1,3.14,Year 2,Science,High School,1
22.6,Male,27385.0,Yes,3.64,78.8,0,22.8,Yes,No,7.1,0.88,1.06,1.06,Year 1,Science,Bachelor,0
21.6,Female,37621.0,No,1.44,71.6,2,34.3,No,No,4.4,3.23,3.28,3.28,Year 1,Engineering,Master,0
25.4,Female,31303.0,No,3.14,78.3,1,54.5,Yes,Yes,5.5,2.26,1.98,1.96,Year 2,Arts,Bachelor,0
25.1,Female,25000.0,Yes,4.74,89.6,1,47.4,No,No,6.7,3.55,4.0,4.0,Year 4,CS,High School,0
22.4,Male,64330.0,Yes,4.3,81.3,4,43.7,No,No,5.1,2.76,2.49,2.56,Year 2,CS,Bachelor,0
19.7,Male,25000.0,Yes,4.3,87.6,1,44.5,No,Yes,5.6,3.53,3.98,3.96,Year 3,CS,Bachelor,0
19.6,Female,25000.0,Yes,7.21,82.1,3,36.6,No,No,3.3,4.0,3.55,3.47,Year 2,Science,Bachelor,0
25.7,Male,25000.0,Yes,5.38,77.9,2,20.2,Yes,No,9.0,1.47,1.62,1.69,Year 3,Engineering,Master,1
20.6,Female,25000.0,Yes,4.26,78.6,0,32.0,No,Yes,5.6,1.7,1.38,1.3,Year 3,Business,Bachelor,1
22.0,Male,52962.0,No,6.41,79.3,1,32.0,No,No,9.9,3.07,3.67,3.64,Year 3,Engineering,Bachelor,0
17.1,Male,48809.0,Yes,5.66,88.2,2,6.2,No,No,8.3,1.5,1.59,1.59,Year 1,CS,Master,1
20.2,Female,25000.0,Yes,2.23,60.2,0,30.3,No,Yes,6.4,2.46,2.02,2.12,Year 2,Arts,PhD,0
19.4,Female,25000.0,No,3.84,97.3,2,24.5,No,No,4.5,4.0,4.0,3.93,Year 4,Business,High School,0
20.5,Male,67349.0,Yes,3.32,90.5,2,31.1,No,No,6.1,3.01,2.95,2.93,Year 3,Science,High School,0
21.3,Male,25000.0,Yes,4.79,78.0,3,26.8,No,No,3.7,1.63,1.64,1.62,Year 2,Engineering,High School,1
20.6,Female,29031.0,Yes,3.62,71.3,0,23.1,Yes,No,6.7,0.31,0.3,0.26,Year 4,CS,Bachelor,0
17.7,Female,47170.0,No,2.3,86.6,2,39.6,Yes,No,2.3,4.0,4.0,4.0,Year 3,Science,Bachelor,0
21.1,Male,73216.0,Yes,5.23,76.3,1,10.1,Yes,No,6.8,3.2,2.89,2.86,Year 4,Arts,Bachelor,0
18.6,Female,57710.0,Yes,6.28,82.5,3,20.6,Yes,No,6.5,2.0,1.69,1.6,Year 4,Science,Master,0
22.9,Male,44510.0,Yes,4.47,84.3,1,42.6,Yes,No,1.9,3.61,3.72,3.74,Year 4,Science,High School,0
21.5,Male,66535.0,No,2.09,86.3,0,13.8,Yes,No,6.8,1.63,1.78,1.7,Year 4,CS,Master,0
17.9,Male,47564.0,Yes,2.96,75.9,1,23.6,Yes,No,7.0,1.8,2.24,2.22,Year 4,Business,Bachelor,1
24.6,Male,82238.0,Yes,3.2,79.4,1,40.7,Yes,No,7.4,2.26,1.91,1.91,Year 1,Arts,Bachelor,0
19.0,Male,48122.0,Yes,3.52,85.6,1,29.8,No,No,6.0,1.33,1.37,1.39,Year 3,Business,Bachelor,0
23.2,Female,50519.0,Yes,4.01,87.5,1,12.9,No,No,7.2,2.72,3.03,3.03,Year 1,Science,Bachelor,0
23.4,Male,58157.0,Yes,3.87,91.7,0,32.3,No,Yes,6.4,0.53,0.63,0.68,Year 2,Business,PhD,0
21.2,Male,25000.0,Yes,6.25,67.8,4,22.2,No,Yes,5.2,1.66,2.09,2.04,Year 2,Business,Master,0
24.9,Female,69021.0,Yes,4.68,82.9,1,31.2,No,No,7.2,0.54,0.68,0.64,Year 2,CS,Bachelor,0
25.7,Male,33102.0,Yes,2.96,86.1,4,24.5,Yes,No,5.9,2.4,2.01,1.98,Year 3,Engineering,Bachelor,0
21.3,Female,30617.0,Yes,6.33,91.7,3,29.3,Yes,No,3.0,4.0,3.34,3.36,Year 2,Arts,Bachelor,0
20.6,Male,25000.0,Yes,5.01,82.5,5,26.7,Yes,Yes,3.4,4.0,3.88,3.84,Year 2,Science,High School,0
20.0,Male,43931.0,Yes,4.45,87.4,1,28.7,No,No,5.8,3.14,3.1,3.06,Year 3,Business,High School,0
23.1,Female,72632.0,Yes,4.49,82.1,2,41.6,No,No,3.5,3.51,3.15,3.15,Year 1,Engineering,High School,0
20.0,Female,25000.0,Yes,5.53,87.9,1,23.3,No,Yes,5.7,1.28,1.42,1.42,Year 1,Science,Master,0
17.9,Female,39765.0,Yes,5.7,78.5,1,40.1,No,No,4.4,2.72,2.58,2.62,Year 3,Science,Bachelor,0
17.0,Female,40873.0,Yes,3.7,83.0,2,24.8,No,No,6.0,3.93,3.79,3.82,Year 2,Arts,High School,0
21.8,Female,30223.0,Yes,2.84,83.6,1,34.8,No,No,8.4,2.02,1.62,1.7,Year 2,Arts,Master,1
26.0,Female,25000.0,Yes,3.94,65.9,1,39.5,No,No,5.5,2.27,2.6,2.58,Year 2,CS,Master,0
23.5,Male,28953.0,Yes,7.22,78.7,2,17.1,Yes,Yes,4.0,3.7,3.5,3.5,Year 3,Business,Bachelor,0
